
Benchmarking SEGUL
Dataset path: alignments/esselstyn_2021_nexus_trimmed
0:02.83 632832 116%
0:02.77 654496 125%
0:02.71 635056 126%
0:02.73 627376 126%
0:02.79 666288 123%
0:02.77 635552 124%
0:02.72 634448 125%
0:02.74 638656 126%
0:02.84 631920 120%
0:02.72 682368 125%
Dataset path: alignments/oliveros_2019_80p_trimmed
0:03.87 746608 116%
0:03.47 693936 136%
0:03.52 693216 134%
0:03.47 702848 137%
0:03.52 699456 135%
0:03.47 699744 137%
0:03.47 695424 136%
0:03.48 694208 136%
0:03.48 694992 136%
0:03.49 756976 136%
Dataset path: alignments/jarvis_2014_uce_filtered_w_gator
0:03.63 558976 112%
0:03.37 566480 126%
0:03.37 639504 126%
0:03.41 559536 125%
0:03.41 562240 124%
0:03.40 571184 125%
0:03.44 563936 124%
0:03.37 562576 126%
0:03.39 557248 125%
0:03.41 638976 125%
Dataset path: alignments/chan_2020_loci/
0:02.60 392000 115%
0:02.26 396896 144%
0:02.24 393312 145%
0:02.23 396288 145%
0:02.23 396272 146%
0:02.23 399072 145%
0:02.25 390720 144%
0:02.24 395600 145%
0:02.27 393008 143%
0:02.28 397696 142%
Benchmarking SEGUL ignore datatype
Dataset path: alignments/esselstyn_2021_nexus_trimmed
0:01.35 660832 127%
0:01.07 635616 173%
0:01.06 632816 174%
0:01.08 630768 171%
0:01.07 634448 173%
0:01.07 628000 174%
0:01.10 636304 169%
0:01.08 633392 172%
0:01.07 632688 174%
0:01.07 628144 174%
Dataset path: alignments/oliveros_2019_80p_trimmed
0:01.95 695216 136%
0:01.62 700896 179%
0:01.61 693776 181%
0:01.61 698560 182%
0:01.61 697136 181%
0:01.61 693728 181%
0:01.65 827312 179%
0:01.61 697440 180%
0:01.62 704384 180%
0:01.61 702816 180%
Dataset path: alignments/jarvis_2014_uce_filtered_w_gator
0:01.29 562560 136%
0:01.05 559440 185%
0:01.05 626720 184%
0:01.05 560160 185%
0:01.05 565344 185%
0:01.05 626592 184%
0:01.05 570320 185%
0:01.05 564288 184%
0:01.12 567136 172%
0:01.07 624800 182%
Dataset path: alignments/chan_2020_loci/
0:01.40 395232 129%
0:01.08 399024 194%
0:01.08 398896 194%
0:01.08 407808 195%
0:01.09 396608 193%
0:01.08 400784 193%
0:01.07 398784 195%
0:01.08 392480 194%
0:01.07 402512 194%
0:01.09 399680 191%

Benchmarking AMAS
Dataset path: alignments/esselstyn_2021_nexus_trimmed
0:03.36 1651232 406%
0:03.08 1983232 439%
0:03.15 1932880 432%
0:03.19 1933248 426%
0:03.16 1911296 429%
0:03.23 1959616 424%
0:03.19 1937872 426%
0:03.24 1851376 419%
0:03.22 1759504 422%
0:03.20 1897728 424%
Dataset path: alignments/oliveros_2019_80p_trimmed
0:06.28 1779024 384%
0:06.19 2283360 387%
0:06.16 2261968 390%
0:06.10 2297632 393%
0:06.16 2287552 391%
0:06.15 2281664 389%
0:06.24 2156992 386%
0:06.15 2294640 390%
0:06.18 2249152 388%
0:06.23 2246592 385%
Dataset path: alignments/jarvis_2014_uce_filtered_w_gator
0:03.27 1960496 518%
0:03.31 1960128 509%
0:03.27 1973712 514%
0:03.23 1975808 521%
0:03.24 1972768 519%
0:03.26 1973696 517%
0:03.24 1955216 519%
0:03.54 1890672 478%
0:03.65 1892912 464%
0:03.70 1659952 460%
Dataset path: alignments/chan_2020_loci/
0:03.75 1411856 326%
0:03.18 1353696 395%
0:03.19 1292384 388%
0:03.18 1381184 392%
0:03.11 1406896 402%
0:03.11 1430880 402%
0:03.12 1414880 399%
0:03.08 1423744 406%
0:03.07 1403504 405%
0:03.09 1405344 405%

Benchmarking AMAS Check Aligned
Dataset path: alignments/esselstyn_2021_nexus_trimmed
0:11.61 1734112 178%
0:11.55 1548368 188%
0:11.19 1608752 191%
0:11.07 1624336 193%
0:11.02 1598896 193%
0:11.08 1612736 193%
0:11.18 1464640 191%
0:11.04 1672880 193%
0:11.18 1561344 191%
0:11.06 1645408 192%
Dataset path: alignments/oliveros_2019_80p_trimmed
2:46.24 1547520 110%
2:47.39 1557024 110%
2:44.60 1533552 110%
2:45.32 1686800 110%
2:45.81 1648480 110%
2:45.44 1720624 110%
2:44.92 1612272 110%
2:47.19 1571760 110%
2:49.29 1647408 110%
2:45.91 1585936 110%
Dataset path: alignments/jarvis_2014_uce_filtered_w_gator
0:06.16 1867360 318%
0:06.18 1879728 317%
0:06.32 1788688 312%
0:06.19 1819664 316%
0:06.30 1749888 313%
0:06.12 1924928 321%
0:06.19 1860512 317%
0:06.19 1886496 317%
0:06.31 1731712 312%
0:06.19 1878336 318%
Dataset path: alignments/chan_2020_loci/
0:09.18 1253936 194%
0:09.05 999056 203%
0:08.85 1427376 205%
0:08.84 1441136 206%
0:08.79 1424832 207%
0:08.89 1419568 206%
0:08.85 1427360 206%
0:08.88 1420272 206%
0:09.50 1437184 189%
0:08.89 1430560 205%
